priority_tier,gap_to_l1,kc_code,kc_name,chapter_info,have_total,have_anchor,have_easy,have_medium,have_hard,need_anchor,need_easy,need_medium,need_hard,need_total,prerequisites,successors,existing_questions
T2_MID,4,G9-MATH-NHAN-BIET-CAU,"Nhận biết cấu trúc lũy thừa (cơ số, số mũ, đọc/viết ký hiệu aⁿ)",B6K1,6,1,2,2,2,1,1,0,2,4,(none),"G9-MATH-NHAN-LUY-THUA (Nhân luỹ thừa cùng cơ số áp dụng quy tắc) | G9-MATH-CHIA-LUY-THUA (Chia luỹ thừa cùng cơ số áp dụng quy tắc) | G9-MATH-NHAN-BIET-BINH (Nhận biết bình phương, lập phương,) | G6-MATH-TINH-GIA-TRI (Tính giá trị luỹ thừa) | G7-MATH-NHAN-BIET-DON (Nhận biết đơn thức một biến - xác định hệ số và bậc) | G6-MATH-AP-DUNG-DUNG (Áp dụng đúng thứ tự phép tính KHÔNG có ngoặc Thứ tự: lũy thừa → nhân chia → cộng trừ (trái sang phải khi cùng cấp)) | G6-MATH-TINH-LUY-THUA (Tính lũy thừa bậc n của số hữu tỉ) | G6-MATH-PHAN-TICH-RA (Phân tích ra thừa số nguyên tố)","[medium] Trong lũy thừa 7⁴, đâu là cơ số và đâu là số mũ? | [easy] Cách đọc nào sau đây là ĐÚNG cho biểu thức 8²? | [easy] Phép tính 3³ có ý nghĩa (bản chất) là gì? | [hard] Biểu thức x · x · x · y · y được viết gọn dưới dạng lũy thừa là: | [hard] Một bạn học sinh phát biểu: ""Lũy thừa bậc 5 của 2 được viết là 5²"". Khẳng định này là đúng | [medium] Cách viết gọn của phép nhân 5 · 5 · 5 · 5 dưới dạng một lũy thừa là:"
T2_MID,4,G9-MATH-NHAN-BIET-GIA,Nhận biết giá trị các chữ số của một số tự nhiên viết trong hệ thập phân.,B2K1,6,1,0,0,0,1,3,2,3,4,(none),G9-MATH-BIEU-DIEN-MOI (Biểu diễn mỗi số tự nhiên thành tổng giá trị các chữ số của nó) | G9-MATH-SO-SANH-HAI (So sánh hai số tự nhiên và biểu diễn trên trục số ),"[None] Trong số 256, giá trị của chữ số 2 là: | [None] Cho số 7 362. Điền giá trị của từng chữ số vào bảng: Chữ số 7 (hàng nghìn): ___ Chữ số 3 ( | [None] Trong số 4 835, giá trị của chữ số 8 là: | [None] Trong số 50 206, giá trị của chữ số 2 là: | [None] Trong số 3 047, giá trị của chữ số 4 là: | [None] Bạn Lan nói: ""Trong số 4 053, chữ số 5 ở hàng trăm nên có giá trị là 500."" Đúng hay sai?"
T2_MID,4,G9-MATH-NHAN-LUY-THUA,Nhân luỹ thừa cùng cơ số áp dụng quy tắc,B6K1,6,1,1,3,2,1,2,0,1,4,"G9-MATH-NHAN-BIET-CAU (Nhận biết cấu trúc lũy thừa (cơ số, số mũ, đọc/viết ký hiệu aⁿ))",(none),"[medium] Viết kết quả phép tính dưới dạng một luỹ thừa: 7² · 7³ | [medium] Khi nhân hai luỹ thừa cùng cơ số, ta thực hiện theo quy tắc nào dưới đây? | [hard] Tìm số tự nhiên x, biết: 2ˣ · 2³ = 2⁹ | [easy] Phép tính a³ · a² được viết dưới dạng tích của các thừa số a là: | [hard] Tính tổng quát biểu thức sau dưới dạng một luỹ thừa: m² · m⁴ · m | [medium] Viết kết quả phép tính dưới dạng một luỹ thừa: 5⁴ · 5"
T2_MID,4,G9-MATH-SO-SANH-HAI,So sánh hai số tự nhiên và biểu diễn trên trục số ,B3K1,6,1,0,0,0,1,3,2,3,4,G9-MATH-NHAN-BIET-GIA (Nhận biết giá trị các chữ số của một số tự nhiên viết trong hệ thập phân.),G6-MATH-LAM-TRON-SO (Làm tròn số thập phân có dấu đến hàng cho trước) | G6-MATH-KI-HIEU-NHO (Nhận biết và sử dụng đúng ký hiệu ≤ và ≥ trong so sánh),"[None] So sánh 98 và 102: | [None] So sánh 1 009 và 998: | [None] So sánh 45 678 và 45 832: | [None] So sánh 753 và 729: | [None] Trong 5 số sau, số nào lớn nhất? 1 009 999 1 090 1 900 901 | [None] So sánh 45 và 123:"
T2_MID,5,G6-MATH-CONG-DO-DAI,Cộng độ dài đoạn thẳng ,B34K2,5,2,1,2,2,0,2,0,3,5,G6-MATH-NHAN-BIET-DOAN (Nhận biết đoạn thẳng) | G6-MATH-DIEM-NAM-GIUA (Điểm nằm giữa hai điểm ),G6-MATH-TINH-DO-DAI (Tính độ dài qua trung điểm ),"[hard] Cho đoạn thẳng AB có độ dài bằng m. Điểm C nằm giữa A và B, điểm D nằm giữa C và B. Gọi x  | [easy] Nếu điểm E trùng với điểm F, thì khoảng cách giữa hai điểm E và F bằng bao nhiêu theo quy  | [medium] Trên đường thẳng d, ta có ba điểm phân biệt P, Q, R sao cho PQ + QR = PR. Khẳng định nào s | [hard] Bạn An giải bài toán: ""Cho ba điểm A, B, C thẳng hàng. Biết AB = 4 cm, AC = 7 cm. Tính BC"" | [medium] Cho điểm M nằm giữa hai điểm A và B. Biết độ dài đoạn thẳng AM là x và độ dài đoạn thẳng M"
T2_MID,5,G6-MATH-DIEM-NAM-GIUA,Điểm nằm giữa hai điểm ,B33K2,5,1,1,2,2,1,2,0,2,5,G6-MATH-BA-DIEM-THANG (Ba điểm thẳng hàng),G6-MATH-TIA-DOI-NHAU (Tia đối nhau) | G6-MATH-CONG-DO-DAI (Cộng độ dài đoạn thẳng ) | G6-MATH-NHAN-BIET-TRUNG (Nhận biết trung điểm của đoạn thẳng ),"[medium] Cho điểm B nằm giữa hai điểm A và C. Khẳng định nào sau đây mô tả SAI về vị trí của các đi | [hard] Cho ba điểm phân biệt A, B, C thẳng hàng. Biết rằng điểm A không nằm giữa B và C, đồng thờ | [medium] Cho ba điểm M, N, P cùng nằm trên một đường thẳng. Nếu điểm N nằm giữa hai điểm M và P, kh | [easy] Trên đường thẳng d, lấy hai điểm phân biệt A và B. Hình gồm điểm A và tất cả các điểm nằm  | [hard] Giả sử điểm M thuộc tia Ax. Trong các khẳng định sau, khẳng định nào LUÔN ĐÚNG trong mọi t"
T2_MID,5,G6-MATH-DIEM-TRONG-CUA,Điểm trong của một góc ,B36K2,5,1,2,1,2,1,1,1,2,5,"G9-MATH-NHAN-BIET-GOC (Nhận biết góc - đỉnh, cạnh, ký hiệu)",(none),"[easy] Góc mAn được tạo thành bởi hai tia nào sau đây và có đỉnh là điểm nào? | [medium] Cho góc xOy (không phải góc bẹt). Điểm M được gọi là điểm trong của góc xOy nếu nó nằm ở v | [hard] Cho tia Om nằm giữa hai tia Ox và Oy của góc xOy (không bẹt). Lấy điểm K thuộc tia Om sao  | [easy] Theo quy ước về điểm trong của một góc, các điểm nằm trên hai cạnh của góc đó có được coi  | [hard] Xét bài toán: ""Cho điểm M là điểm trong của góc xOy. Điểm N là điểm trong của góc xOM. Một"
T2_MID,5,G6-MATH-DIEN-TICH-HINH,Diện tích hình thoi,B20K1,5,1,2,1,2,1,1,1,2,5,"G6-MATH-MO-TA-CAC-3 (Mô tả các yếu tố cơ bản , góc (độ), độ dài cạnh của hình thoi)",(none),"[medium] Cho một hình thoi có độ dài hai đường chéo lần lượt là m và n. Biểu thức nào sau đây dùng  | [easy] Trong công thức tính diện tích hình thoi S = ½ · a · b, hai đại lượng a và b đại diện cho  | [easy] Nếu giữ nguyên độ dài một đường chéo của hình thoi và tăng độ dài đường chéo còn lại lên g | [hard] Bạn Bình thực hiện bài toán tính diện tích hình thoi có hai đường chéo 10 cm và 12 cm như  | [hard] Cho hình thoi có độ dài hai đường chéo là d1 và d2, cạnh của hình thoi là a và chiều cao t"
T2_MID,5,G6-MATH-DIEN-TICH-HINH-1,Diện tích hình bình hành,B20,5,1,1,2,2,1,2,0,2,5,"G9-MATH-MO-TA-CAC-1 (Mô tả các yếu tố cơ bản , góc (độ), độ dài cạnh của hình bình hành)",(none),"[medium] Cho hình bình hành có độ dài cạnh đáy là b và chiều cao tương ứng là h. Công thức tính diệ | [easy] Hình bình hành ABCD có cạnh đáy AB = m và chiều cao hạ từ đỉnh D xuống cạnh AB là n. Biểu  | [medium] Một hình chữ nhật và một hình bình hành có cùng độ dài đáy và cùng chiều cao. Khi đó, diện | [hard] Bạn Bình thực hiện tính diện tích hình bình hành ABCD có cạnh AB = 8 cm, cạnh BC = 6 cm và | [hard] Nếu một hình bình hành có độ dài cạnh đáy tăng lên 4 lần và chiều cao tương ứng giảm đi 2 "
T2_MID,5,G6-MATH-DUONG-THANG-DI,Đường thẳng đi qua hai điểm phân biệt - tính duy nhất ,B32K2,5,3,1,3,1,0,2,0,3,5,"G6-MATH-DIEM-DUONG-THANG (Điểm, đường thẳng )",(none),"[medium] Ba điểm M, N, P được gọi là thẳng hàng khi chúng thỏa mãn điều kiện nào sau đây? | [hard] Trong bốn phát biểu sau, phát biểu nào chắc chắn đúng? | [easy] Cho một điểm O. Có bao nhiêu đường thẳng đi qua O? | [medium] Phát biểu nào sau đây diễn đạt đúng tính duy nhất của đường thẳng? | [medium] Cho hai điểm phân biệt A và B. Phát biểu nào sau đây mô tả chính xác nhất về số lượng đườn"
T2_MID,5,G6-MATH-HAI-DUONG-THANG,"Hai đường thẳng song song, cắt nhau, trùng nhau",B32K2,5,2,1,2,2,0,2,0,3,5,G6-MATH-NHAN-BIET-DIEM (Nhận biết điểm thuộc/không thuộc đường thẳng ),G7-MATH-DAU-HIEU-NHAN (Dấu hiệu nhận biết song song ) | G7-MATH-VE-HAI-DUONG (Vẽ hai đường thẳng song song ) | G7-MATH-TINH-SO-DO (Tính số đo góc từ tính chất hai đường thẳng song song) | G7-MATH-AP-DUNG-HE (Áp dụng hệ quả tính chất hai đường tăhnrg song song (vuông góc) ),"[hard] Một học sinh phát biểu: ""Nếu hai đường thẳng không có điểm chung thì chúng song song với n | [hard] Cho ba điểm A, B, C thẳng hàng sao cho điểm B nằm giữa A và C. Gọi m là đường thẳng đi qua | [easy] Ký hiệu M ∉ d và d // k cho biết thông tin gì về vị trí của điểm M và hai đường thẳng d, k | [medium] Khẳng định nào sau đây mô tả chính xác nhất về hai đường thẳng cắt nhau? | [medium] Cho hai đường thẳng phân biệt a và b. Nếu đường thẳng a và đường thẳng b không có bất kỳ đ"
T2_MID,5,G6-MATH-MO-TA-CAC-2,Mô tả các tính chất của lục giác đều ,B18K1,5,1,2,1,2,1,1,1,2,5,(none),G9-MATH-NHAN-BIET-HINH (Nhận biết hình lục giác đều ),"[easy] Một hình lục giác đều có tổng số cạnh và số đường chéo chính lần lượt là: | [medium] Khẳng định nào sau đây mô tả đầy đủ và chính xác nhất các đặc điểm về cạnh và góc của hình | [easy] Cho hình lục giác đều ABCDEF có độ dài cạnh AB bằng m. Khẳng định nào sau đây là luôn đúng | [hard] Trong giờ học Toán, bạn Nam phát biểu: ""Vì ABCDEF là lục giác đều nên tất cả các đoạn thẳn | [hard] Cho hình lục giác đều ABCDEF có tâm O (O là giao điểm của các đường chéo chính). Nếu ta ch"
T2_MID,5,G6-MATH-MO-TA-CAC-3,"Mô tả các yếu tố cơ bản , góc (độ), độ dài cạnh của hình thoi",B19K1,5,2,2,2,1,0,1,0,4,5,(none),G6-MATH-VE-HINH-THOI (Vẽ hình thoi) | G6-MATH-DIEN-TICH-HINH (Diện tích hình thoi) | G6-MATH-TINH-CHU-VI-1 (Tính chu vi hình thoi),"[hard] Bạn An thực hiện vẽ một hình thoi bằng thước và compa theo các bước: (1) Vẽ đoạn thẳng AB  | [easy] Một hình thoi có độ dài cạnh bằng m. Tổng độ dài của tất cả các cạnh trong hình thoi đó là | [easy] Cho hình thoi ABCD. Khẳng định nào sau đây về các góc của hình thoi là đúng? | [medium] Trong hình thoi MNPQ, mối quan hệ giữa hai đường chéo MP và NQ được xác định như thế nào l | [medium] Cho hình thoi ABCD có hai đường chéo AC và BD cắt nhau tại O. Trong các khẳng định sau, kh"
T2_MID,5,G6-MATH-NHAN-BIET-HINH-1,Nhận biết hình có trục đối xứng,B21K1,5,2,1,2,2,0,2,0,3,5,G6-MATH-TIM-VA-XAC (Tìm và xác định trục đối xứng của hình phẳng),G9-MATH-TIM-VA-XAC (Tìm và xác định trục đối xứng của vật thể),"[hard] Cho một hình phẳng H có hai trục đối xứng d1 và d2 vuông góc với nhau. Nếu ta chỉ biết một | [medium] Một hình phẳng được gọi là hình có trục đối xứng nếu tồn tại một đường thẳng d sao cho: | [medium] Trong các khẳng định sau, khẳng định nào ĐÚNG khi nói về trục đối xứng của các hình phẳng  | [easy] Hình nào dưới đây có trục đối xứng là các đường thẳng đi qua trung điểm hai cạnh đối diện? | [hard] Bạn Bình khẳng định: ""Vì hình bình hành có một đường thẳng chia nó thành hai phần có kích "
T2_MID,5,G6-MATH-NHAN-BIET-TAM,Nhận biết tam giác đều ,B18K1,5,2,2,2,1,0,1,0,4,5,G6-MATH-MO-TA-CAC (Mô tả các tính chất của tam giác đều),G6-MATH-VE-HINH-TAM (Vẽ hình tam giác đều ),"[easy] Một hình tam giác đều có số cạnh bằng x và số góc bằng y. Giá trị của x và y lần lượt là: | [hard] Trong một giờ thảo luận về tam giác đều, bạn Lan phát biểu: ""Mọi hình có 3 cạnh bằng nhau  | [medium] Để vẽ tam giác đều MNP có cạnh bằng a cm bằng thước và ê ke theo quy trình trong sách giáo | [easy] Cho tam giác đều có tên gọi là DEF. Các đoạn thẳng DE, EF, và FD được gọi là gì của tam gi | [medium] Trong tam giác đều ABC, khẳng định nào sau đây mô tả chính xác và đầy đủ nhất các đặc tính"
T2_MID,5,G6-MATH-NHAN-BIET-TRUNG,Nhận biết trung điểm của đoạn thẳng ,B35K2,5,2,0,4,1,0,3,0,2,5,G6-MATH-DIEM-NAM-GIUA (Điểm nằm giữa hai điểm ),G6-MATH-TINH-DO-DAI (Tính độ dài qua trung điểm ) | G7-MATH-NHAN-BIET-DUONG (Nhận biết đường trung trực ) | G7-MATH-NHAN-BIET-DUONG-2 (Nhận biết đường trung tuyến của tam giác),"[medium] Cho ba điểm X, Y, Z thỏa mãn đồng thời hai hệ thức: XY + YZ = XZ và XY = XZ/2. Khẳng định  | [medium] Cho điểm M là trung điểm của đoạn thẳng EF. Khẳng định nào sau đây mô tả đầy đủ và chính x | [medium] Nếu điểm I là trung điểm của đoạn thẳng AB có độ dài bằng s, khẳng định nào sau đây là đún | [hard] Một học sinh thực hiện các bước để kiểm tra điểm I có là trung điểm của đoạn thẳng AB hay  | [medium] Cho đoạn thẳng PQ. Nếu tồn tại một điểm X sao cho XP = XQ, khẳng định nào sau đây là SAI k"
T2_MID,5,G6-MATH-NHAN-RA-VAN,Nhận ra quy luật hoặc điểm nổi bật từ biểu đồ cột,B40K2,5,4,1,4,0,0,2,0,3,5,G6-MATH-DOC-VA-PHAN-2 (Đọc và phân tích dữ liệu từ biểu đồ cột ),(none),"[medium] Trong một biểu đồ cột biểu diễn số học sinh giỏi của các lớp khối 6, nếu chiều cao của cột | [medium] Khi quan sát một biểu đồ cột biểu diễn ""Lượng mưa các tháng trong năm"", thành phần nào trê | [medium] Trong một biểu đồ cột tiêu chuẩn, yếu tố hình học nào trực tiếp đại diện cho độ lớn của số | [medium] Khi thực hiện Bước 1 trong quy trình vẽ biểu đồ cột để so sánh lượng mưa của 12 tháng tron | [easy] Theo quy tắc vẽ biểu đồ cột trong SGK, khẳng định nào sau đây là ĐÚNG về chiều rộng của cá"
T2_MID,5,G6-MATH-RUT-GON-VE,Rút gọn về phân số tối giản,B11K1,5,2,3,2,0,0,0,0,5,5,G6-MATH-TIM-UCLN (Tìm ƯCLN),(none),"[medium] Để rút gọn một phân số a/b (với a, b ∈ ℕ, b ≠ 0) về dạng phân số tối giản chỉ trong một bư | [medium] Cho phân số x/y (với x, y ∈ ℕ, y ≠ 0). Điều kiện nào sau đây khẳng định phân số x/y đã là  | [easy] Nếu số tự nhiên n là một ước chung của a và b (với n > 1), thì ta có thể thực hiện thao tá | [easy] Trong quá trình rút gọn phân số, nếu ta chia cả tử và mẫu của một phân số cho một Ước chun | [easy] Khi phân số a/b là phân số tối giản, ta gọi hai số tự nhiên a và b là:"
T2_MID,5,G6-MATH-SO-SANH-DO,So sánh độ dài đoạn thẳng,B34K2,5,4,1,4,0,0,2,0,3,5,G6-MATH-NHAN-BIET-DOAN (Nhận biết đoạn thẳng),G6-MATH-TINH-DO-DAI (Tính độ dài qua trung điểm ) | G7-MATH-NHAN-BIET-TAM (Nhận biết tam giác cân ),"[medium] Cho đoạn thẳng MN có độ dài gọi là m và đoạn thẳng PQ có độ dài gọi là n. Nếu các số đo m  | [medium] Khi nói ""Khoảng cách giữa hai điểm A và B bằng 5 cm"", khẳng định nào sau đây là cách diễn  | [medium] Cho hai đoạn thẳng MN và PQ. Khẳng định nào sau đây mô tả chính xác nhất về quan hệ bằng n | [medium] Ký hiệu AB < CD trong hình học đoạn thẳng được phát biểu bằng lời như thế nào? | [easy] Khẳng định nào sau đây là SAI khi nói về độ dài đoạn thẳng?"
T2_MID,5,G6-MATH-TINH-CHAT-CO,Áp dụng tính chất cơ bản của phân số bằng cách nhân hoặc chia cả tử và mẫu với cùng một số nguyên khác 0,B23K2,5,4,1,4,0,0,2,0,3,5,"G9-MATH-NHAN-BIET-PHAN (Nhận biết phân số có tử và mẫu là số nguyên, mẫu khác 0) | G6-MATH-NHAN-HAI-SO (Nhân hai số nguyên khác dấu ) | G6-MATH-NHAN-HAI-SO-1 (Nhân hai số nguyên cùng dấu) | G9-MATH-THUC-HIEN-PHEP (Thực hiện phép chia hết hai số nguyên - xác định đúng dấu của thương)",G6-MATH-QUY-DONG-MAU (Quy đồng mẫu các phân số có tử/mẫu nguyên bằng cách đưa về các phân số bằng nhau cùng mẫu dương),"[medium] Theo tính chất cơ bản của phân số, khi ta nhân cả tử số và mẫu số của phân số a/b (với b ≠ | [medium] Khi chia cả tử và mẫu của một phân số cho cùng một số n để được phân số rút gọn bằng phân  | [medium] Cho phân số a/b (với a, b ∈ Z, b ≠ 0). Theo tính chất cơ bản của phân số, nếu ta nhân cả t | [medium] Để biến đổi một phân số về phân số bằng nó nhưng có mẫu số dương, chẳng hạn từ a/(−b) với  | [easy] Trong các đẳng thức sau, đẳng thức nào mô tả đúng tính chất cơ bản của phân số (với n là ư"
T2_MID,5,G6-MATH-TINH-CHU-VI-1,Tính chu vi hình thoi,B20K1,5,4,1,4,0,0,2,0,3,5,"G6-MATH-MO-TA-CAC-3 (Mô tả các yếu tố cơ bản , góc (độ), độ dài cạnh của hình thoi)",(none),"[medium] Nếu biết chu vi của một hình thoi là P, biểu thức nào sau đây dùng để tính độ dài cạnh m c | [medium] Xét một hình vuông và một hình thoi có cùng độ dài cạnh là a. Khẳng định nào sau đây về ch | [medium] Một hình thoi có độ dài cạnh được ký hiệu là m. Công thức tổng quát để tính chu vi C của h | [medium] Một hình thoi có độ dài cạnh là x. Công thức tính chu vi C của hình thoi đó là: | [easy] Để tính được chu vi của một hình thoi, ta chỉ cần biết thông tin tối thiểu nào sau đây?"
T2_MID,5,G6-MATH-XAC-DINH-VI,Xác định vị trí tâm đối xứng của hình phẳng cụ thể ,B22K1,5,4,1,4,0,0,2,0,3,5,G6-MATH-NHAN-BIET-HINH-2 (Nhận biết hình có tâm đối xứng),(none),"[medium] Cho hình bình hành ABCD có hai đường chéo AC và BD cắt nhau tại điểm O. Khẳng định nào sau | [medium] Một hình phẳng được gọi là có tâm đối xứng O nếu khi ta thực hiện hành động nào sau đây th | [medium] Một hình phẳng được gọi là hình có tâm đối xứng O nếu ta thực hiện hành động nào sau đây t | [medium] Trong các hình phẳng sau đây: Hình bình hành, Hình chữ nhật, Hình thoi, Hình vuông. Điểm n | [easy] Khi quan sát một hình lục giác đều, bạn Nam thực hiện nối các đường chéo chính và thấy chú"
T2_MID,5,G9-MATH-NHAN-BIET-MO,Nhận biết mở rộng mối quan hệ chia hết sang số nguyên âm,B17K1,5,3,2,3,0,0,1,0,4,5,G9-MATH-THUC-HIEN-PHEP (Thực hiện phép chia hết hai số nguyên - xác định đúng dấu của thương) | G6-MATH-NHAN-HAI-SO (Nhân hai số nguyên khác dấu ) | G6-MATH-NHAN-HAI-SO-1 (Nhân hai số nguyên cùng dấu),G6-MATH-NHAN-BIET-MO (Nhận biết - Mở rộng ước và bội sang số nguyên âm),"[medium] Cho m và n là hai số tự nhiên khác 0. Theo quy tắc nhân hai số nguyên khác dấu, kết quả củ | [medium] Khi nhân hai số nguyên âm (-a) và (-b) với a, b là các số tự nhiên khác 0, khẳng định nào  | [easy] Trong tập hợp các số nguyên, nếu có tích a · b = 0 thì ta có thể khẳng định chắc chắn điều | [medium] Cho hai số nguyên a và b (với b ≠ 0). Nếu tồn tại một số nguyên q sao cho a = b · q, khẳng | [easy] Phát biểu nào sau đây là SAI khi nói về dấu của tích các số nguyên?"
T2_MID,5,G9-MATH-PHAN-PHOI-NHAN,Nhận biết và áp dụng tính chất phân phối: a×(b+c) = a×b + a×c,B5K1,5,1,1,3,1,1,2,0,2,5,(none),G7-MATH-NHAN-DON-THUC (Nhân đơn thức với đa thức),"[medium] Biết rằng giá trị của biểu thức a × (b + c) = 250.
Không cần tìm cụ thể a, b, c, em hãy ch | [medium] Khi áp dụng tính chất phân phối của phép nhân đối với phép cộng cho biểu thức 12 × (10 + 2 | [easy] Để tính nhanh biểu thức 85 × 12 + 85 × 88, bước đầu tiên ta cần đặt một số ra ngoài làm th | [hard] Khi tính nhẩm 45 × 101, bạn Bình tách 101 = 100 + 1 rồi viết lời giải như sau:
45 × 101 =  | [medium] Biểu thức 37 × 45 + 37 × 55 được viết gọn lại bằng cách áp dụng tính chất phân phối là:"
T3_DEAD,10,G6-MAMATMATHMAT,Trừ hai phân số khác mẫu,B25K2,0,0,0,0,0,2,3,2,3,10,G6-MATH-TRU-HAI-PHAN (Trừ hai phân số cùng mẫu) | G6-MATH-QUY-DONG-MAU (Quy đồng mẫu các phân số có tử/mẫu nguyên bằng cách đưa về các phân số bằng nhau cùng mẫu dương),(none),(none)
T3_DEAD,10,G6-MATH-CHON-PHUONG-PHAP,Chọn phương pháp thu thập dữ liệu ,B38K2,0,0,0,0,0,2,3,2,3,10,"G6-MATH-NHAN-BIET-DU (Nhận biết dữ liệu, phân biệt số liệu và dữ liệu không phải số liệu)",(none),(none)
T3_DEAD,10,G6-MATH-SO-SANH-HAI-3,So sánh hai góc ,B37K2,0,0,0,0,0,2,3,2,3,10,G6-MATH-DO-GOC-BANG (Nhận biết số đo góc và đo góc bằng thước đo góc),(none),(none)
T3_DEAD,10,G9-MATH-TIM-MOT-SO,Tìm một số biết giá trị phân số của nó,B27K2,0,0,0,0,0,2,3,2,3,10,G6-MATH-CHIA-HAI-PHAN (Chia hai phân số ),(none),(none)
